Resource,Zone,region,New_Build,Can_Retire,Existing_Cap_MW,Max_Cap_MW,Min_Cap_MW,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,cluster
Greater_Imperial_Wind_108,0,None,1,0,0.0,133.2050386014,0.0,95525.3268935,0,0
Greater_Kramer_Flow_Battery_103,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Greater_Kramer_Flow_Battery_123,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Greater_Kramer_Flow_Battery_156,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Greater_Kramer_Flow_Battery_86,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Greater_Kramer_Li_Battery_4hr_103,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Greater_Kramer_Li_Battery_4hr_123,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Greater_Kramer_Li_Battery_4hr_156,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Greater_Kramer_Li_Battery_4hr_86,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Greater_Kramer_Li_Battery_8hr_103,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Greater_Kramer_Li_Battery_8hr_123,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Greater_Kramer_Li_Battery_8hr_156,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Greater_Kramer_Li_Battery_8hr_86,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Greater_Kramer_Solar_103,0,None,1,0,0.0,3957.0895570925,0.0,44539.402713150004,0,0
Greater_Kramer_Solar_123,0,None,1,0,0.0,10579.7574733397,0.0,50476.37519025,0,0
Greater_Kramer_Solar_156,0,None,1,0,0.0,4108.2089491464,0.0,53354.282563725006,0,0
Greater_Kramer_Solar_86,0,None,1,0,0.0,793.9365629666,0.0,49983.312425100004,0,0
Greater_LA_Flow_Battery_18,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Greater_LA_Flow_Battery_30,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Greater_LA_Flow_Battery_4,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Greater_LA_Flow_Battery_58,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Greater_LA_Li_Battery_4hr_18,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Greater_LA_Li_Battery_4hr_30,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Greater_LA_Li_Battery_4hr_4,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Greater_LA_Li_Battery_4hr_58,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Greater_LA_Li_Battery_8hr_18,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Greater_LA_Li_Battery_8hr_30,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Greater_LA_Li_Battery_8hr_4,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Greater_LA_Li_Battery_8hr_58,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Greater_LA_Solar_18,0,None,1,0,0.0,3896.9216350817,0.0,53978.86713735001,0,0
Greater_LA_Solar_30,0,None,1,0,0.0,72.7611960946,0.0,54223.17479925,0,0
Greater_LA_Solar_4,0,None,1,0,0.0,375.0000015832,0.0,51260.399532075,0,0
Greater_LA_Solar_58,0,None,1,0,0.0,7017.8171854029,0.0,54893.542149600005,0,0
Hinson_Del_Amo_group,0,None,1,0,0.0,800.0,0.0,3244.5,0,0
Humboldt_Bay_Offshore_Wind_Asset,0,None,1,0,0.0,2680.0,0.0,316486.27005560003,0,0
Humboldt_Offshore_Line_group,0,None,1,0,0.0,2680.0,0.0,148504.4776119,0,0
Idaho_Wind_19,0,None,1,0,0.0,1100.0,0.0,150723.0831319,0,0
Internal_San_Diego_group,0,None,1,0,0.0,1821.0,0.0,5452.0428336,0,0
Inyokern_North_Kramer_Geothermal_156,0,None,1,0,0.0,43.4,0.0,485700.4475231,0,0
Inyokern_North_Kramer_Geothermal_9,0,None,1,0,0.0,7.1,0.0,476185.8174595,0,0
Jackson_Waukena_Corcoran_group,0,None,1,0,0.0,66.0,0.0,210681.8181818,0,0
Kern_TB_4_group,0,None,1,0,0.0,179.0,0.0,15536.3128492,0,0
Kern_Tevis_Stockdale_Lamont_group,0,None,1,0,0.0,367.0,0.0,30310.626703,0,0
Kramer_Victor_group,0,None,1,0,0.0,1206.0,0.0,0.0,0,0
Lugo_500_230_Transformer_group,0,None,1,0,0.0,1178.0,0.0,0.0,0,0
Lugo_Victorville_group,0,None,1,0,0.0,6800.0,0.0,29514.0441176,0,0
Manning_115_group,0,None,1,0,0.0,3160.0,0.0,10854.1139241,0,0
Manning_500_group,0,None,1,0,0.0,4931.0,0.0,0.0,0,0
Midway_Q2011_group,0,None,1,0,0.0,234.0,0.0,39615.3846154,0,0
Midway_TB_3_group,0,None,1,0,0.0,784.0,0.0,17735.9693878,0,0
Midway_Taft_group,0,None,1,0,0.0,206.0,0.0,279000.0,0,0
Moorpark_Pardee_group,0,None,1,0,0.0,900.0,0.0,61800.0,0,0
Morro_Bay_Offshore_500_group,0,None,1,0,0.0,4875.0,0.0,3904.4923077,0,0
Morro_Bay_Offshore_Wind_Asset,0,None,1,0,0.0,4875.0,0.0,319630.8260524,0,0
Moss_Landing_Las_Aguillas_group,0,None,1,0,0.0,1760.0,0.0,2117.3522727,0,0
New_Mexico_Wind_55,0,None,1,0,0.0,6000.0,0.0,170616.8966487,0,0
Newark_Los_Esteros_group,0,None,1,0,0.0,348.0,0.0,0.0,0,0
North_Magunden_group,0,None,1,0,0.0,500.0,0.0,232306.2,0,0
Northern_California_Biomass_5,0,None,1,0,0.0,637.444039421,0.0,521585.3375695,0,0
Northern_California_Flow_Battery_100,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_112,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_113,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_114,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_116,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_121,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_122,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_126,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_127,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_130,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_132,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_135,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_138,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_141,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_144,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_149,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_150,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_155,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_157,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_158,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_159,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_166,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_172,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_178,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_179,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_180,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_25,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_26,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_29,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_31,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_35,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_38,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_41,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_44,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_5,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_51,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_57,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_68,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_70,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_73,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_76,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_80,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_82,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_83,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_84,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_85,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_92,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_94,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Flow_Battery_96,0,None,1,0,0.0,99999.0,0.0,247877.8919778,0,0
Northern_California_Geothermal_100,0,None,1,0,0.0,9.0,0.0,485679.0989236,0,0
Northern_California_Geothermal_35,0,None,1,0,0.0,22.7,0.0,483193.0844,0,0
Northern_California_Geothermal_5,0,None,1,0,0.0,538.9,0.0,488907.5199928,0,0
Northern_California_Geothermal_70,0,None,1,0,0.0,277.7,0.0,476458.4704344,0,0
Northern_California_Li_Battery_4hr_100,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_112,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_113,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_114,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_116,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_121,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_122,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_126,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_127,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_130,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_132,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_135,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_138,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_141,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_144,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_149,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_150,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_155,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_157,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_158,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_159,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_166,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_172,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_178,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_179,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_180,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_25,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_26,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_29,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_31,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_35,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_38,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_41,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_44,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_5,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_51,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_57,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_68,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_70,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_73,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_76,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_80,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_82,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_83,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_84,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_85,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_92,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_94,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_4hr_96,0,None,1,0,0.0,99999.0,0.0,122603.4725973,0,0
Northern_California_Li_Battery_8hr_100,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_112,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_113,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_114,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_116,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_121,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_122,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_126,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_127,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_130,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_132,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_135,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_138,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_141,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_144,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_149,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_150,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_155,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_157,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_158,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_159,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_166,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_172,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_178,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_179,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_180,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_25,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_26,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_29,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_31,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_35,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_38,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_41,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_44,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_5,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_51,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_57,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_68,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_70,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_73,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_76,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
Northern_California_Li_Battery_8hr_80,0,None,1,0,0.0,99999.0,0.0,202043.4725973,0,0
