Constraint,CapRes_1,CapRes_2,CapRes_3,CapRes_4
t54,0.0,0.0,0.0,0.0
t55,0.0,0.0,0.0,0.0
t56,0.0,0.0,0.0,0.0
t57,0.0,0.0,0.0,0.0
t58,0.0,0.0,0.0,0.0
t59,0.0,0.0,0.0,0.0
t60,0.0,0.0,0.0,0.0
t61,0.0,0.0,0.0,0.0
t62,-0.0,0.0,0.0,0.0
t63,-0.0,0.0,0.0,0.0
t64,-0.0,0.0,0.0,0.0
t65,0.0,0.0,0.0,0.0
t66,0.0,0.0,0.0,0.0
t67,0.0,0.0,0.0,0.0
t68,0.0,0.0,0.0,0.0
t69,0.0,0.0,0.0,0.0
t70,0.0,0.0,0.0,0.0
t71,0.0,0.0,0.0,0.0
t72,0.0,0.0,0.0,0.0
t73,0.0,0.0,0.0,0.0
t74,0.0,0.0,0.0,0.0
t75,0.0,0.0,0.0,0.0
t76,0.0,0.0,0.0,0.0
t77,0.0,0.0,0.0,0.0
t78,0.0,0.0,0.0,0.0
t79,0.0,0.0,0.0,0.0
t80,0.0,0.0,0.0,0.0
t81,0.0,0.0,0.0,0.0
t82,0.0,0.0,0.0,0.0
t83,0.0,0.0,0.0,0.0
t84,0.0,0.0,0.0,0.0
t85,0.0,0.0,0.0,0.0
t86,0.0,0.0,0.0,0.0
t87,0.0,0.0,0.0,0.0
t88,0.0,0.0,0.0,0.0
t89,0.0,0.0,0.0,0.0
t90,0.0,0.0,0.0,0.0
t91,0.0,0.0,0.0,0.0
t92,0.0,0.0,0.0,0.0
t93,0.0,0.0,0.0,0.0
t94,0.0,0.0,0.0,0.0
t95,0.0,0.0,0.0,0.0
t96,0.0,0.0,0.0,0.0
t97,0.0,0.0,0.0,0.0
t98,0.0,0.0,0.0,0.0
t99,0.0,0.0,0.0,0.0
t100,0.0,0.0,0.0,0.0
t101,0.0,0.0,0.0,0.0
t102,0.0,0.0,0.0,0.0
t103,0.0,0.0,0.0,0.0
t104,0.0,0.0,0.0,0.0
t105,0.0,0.0,0.0,0.0
t106,0.0,0.0,0.0,0.0
t107,0.0,0.0,0.0,0.0
t108,0.0,0.0,0.0,0.0
t109,0.0,0.0,0.0,0.0
t110,0.0,0.0,0.0,0.0
t111,0.0,0.0,0.0,0.0
t112,0.0,0.0,0.0,0.0
t113,0.0,0.0,0.0,0.0
t114,0.0,0.0,0.0,0.0
t115,0.0,0.0,0.0,0.0
t116,0.0,0.0,0.0,0.0
t117,0.0,0.0,0.0,0.0
t118,0.0,0.0,0.0,0.0
t119,0.0,0.0,0.0,0.0
t120,0.0,0.0,0.0,0.0
t121,-0.0,0.0,0.0,0.0
t122,0.0,0.0,0.0,0.0
t123,0.0,0.0,0.0,0.0
t124,-0.0,0.0,0.0,0.0
t125,-0.0,0.0,0.0,0.0
t126,-0.0,0.0,0.0,0.0
t127,0.962452986160521,0.0,0.0,0.0
t128,0.0,0.0,0.0,0.0
t129,0.0,0.0,0.0,0.0
t130,0.0,0.0,0.0,0.0
t131,0.0,0.0,0.0,0.0
t132,0.0,0.0,0.0,0.0
t133,0.0,0.0,0.0,0.0
t134,0.0,0.0,0.0,0.0
t135,0.0,0.0,0.0,0.0
t136,0.0,0.0,0.0,0.0
t137,1.333090642180206,0.0,0.0,0.0
t138,15.225269253160024,0.0,0.0,0.0
t139,15.225269253160024,0.0,0.0,0.0
t140,15.225269253160024,0.0,0.0,0.0
t141,15.225269253160024,0.0,0.0,0.0
t142,15.225269253160024,0.0,0.0,0.0
t143,15.225269253160024,0.0,0.0,0.0
t144,15.225269253160024,0.0,0.0,0.0
t145,0.0,0.0,0.0,0.0
t146,0.0,0.0,0.0,0.0
t147,0.0,0.0,0.0,0.0
t148,0.0,0.0,0.0,0.0
t149,0.0,0.0,0.0,0.0
t150,0.0,0.0,0.0,0.0
t151,0.0,0.0,0.0,0.0
t152,0.0,0.0,0.0,0.0
t153,0.0,0.0,0.0,0.0
t154,0.0,0.0,0.0,0.0
t155,0.0,0.0,0.0,0.0
t156,0.0,0.0,0.0,0.0
t157,0.0,0.0,0.0,0.0
t158,0.0,0.0,0.0,0.0
t159,0.0,0.0,0.0,0.0
t160,0.0,0.0,0.0,0.0
t161,0.0,0.0,0.0,0.0
t162,0.0,0.0,0.0,0.0
t163,0.0,0.0,0.0,0.0
t164,0.0,0.0,0.0,0.0
t165,0.0,0.0,0.0,0.0
t166,0.0,0.0,0.0,0.0
t167,0.0,0.0,0.0,0.0
t168,0.0,0.0,0.0,0.0
t169,0.0,0.0,969.5422969721959,971.1903634104317
t170,0.0,0.0,1842.0750627447485,967.2537765269624
t171,0.0,0.0,1842.0750627447485,967.2537765269624
t172,0.0,0.0,1842.0750627447485,14528.809618859555
t173,0.0,0.0,232639.21024985443,242233.90073556668
t174,0.0,0.0,1842.0750627447485,14534.028237868133
t175,0.0,0.0,1842.0750627447485,14543.931428855258
t176,0.0,0.0,1565.5993897399592,14543.931428855258
t177,0.0,0.0,1842.0750627447485,14543.931428855258
t178,0.0,0.0,1842.0750627447485,14543.931428855258
t179,0.0,0.0,1842.0750627447485,14543.931428855258
t180,0.0,0.0,1842.0750627447485,14543.931428855258
t181,0.0,0.0,1842.0750627447485,14543.931428855258
t182,0.0,0.0,1842.0750627447485,985.4638066862126
t183,0.0,0.0,1842.0750627447485,985.4638066862126
t184,0.0,0.0,970.4739792101492,586.5758587549598
t185,0.0,0.0,969.5422969721959,682.6527979263554
t186,0.0,0.0,969.5422969721959,577.1880180549072
t187,0.0,0.0,969.5422969721959,0.0
t188,0.0,0.0,969.5422969721959,0.0
t189,0.0,0.0,969.5422969721959,0.0
t190,0.0,0.0,969.5422969721959,0.0
t191,0.0,0.0,969.5422969721959,0.0
t192,0.0,0.0,969.5422969721959,0.0
t193,0.0,0.0,0.0,0.0
t194,0.0,0.0,0.0,0.0
t195,0.0,0.0,0.0,0.0
t196,0.0,0.0,0.0,0.0
t197,0.0,0.0,0.0,0.0
t198,0.0,0.0,0.0,0.0
t199,0.0,0.0,0.0,0.0
t200,0.0,0.0,0.0,0.0
t201,0.0,0.0,0.0,0.0
t202,0.0,0.0,0.0,0.0
t203,0.0,0.0,0.0,0.0
t204,0.0,0.0,0.0,0.0
t205,0.0,0.0,0.0,0.0
t206,0.0,0.0,0.0,0.0
t207,0.0,0.0,0.0,0.0
t208,0.0,0.0,0.0,0.0
t209,0.0,0.0,0.0,0.0
t210,0.0,0.0,0.0,0.0
t211,0.0,0.0,0.0,0.0
t212,0.0,0.0,0.0,0.0
t213,0.0,0.0,0.0,0.0
t214,0.0,0.0,0.0,0.0
t215,0.0,0.0,0.0,0.0
t216,0.0,0.0,0.0,0.0
t217,0.0,0.0,0.0,0.0
t218,0.0,0.0,0.0,0.0
t219,0.0,0.0,0.0,0.0
t220,0.0,0.0,0.0,0.0
t221,0.0,0.0,0.0,0.0
t222,0.0,0.0,0.0,0.0
t223,0.0,0.0,0.0,0.0
t224,0.0,0.0,0.0,0.0
t225,0.0,0.0,0.0,0.0
t226,0.0,0.0,0.0,0.0
t227,0.0,0.0,0.0,0.0
t228,0.0,0.0,0.0,0.0
t229,0.0,0.0,0.0,0.0
t230,0.0,0.0,0.0,0.0
t231,0.0,0.0,0.0,0.0
t232,0.0,0.0,0.0,0.0
t233,0.0,0.0,0.0,0.0
t234,0.0,0.0,0.0,0.0
t235,0.0,0.0,0.0,0.0
t236,0.0,0.0,0.0,0.0
t237,0.0,0.0,0.0,0.0
t238,0.0,0.0,0.0,0.0
t239,0.0,0.0,0.0,0.0
t240,0.0,0.0,0.0,0.0
t241,17251.14287396424,579.9254763376496,0.0,0.0
t242,17251.14287396424,587.4482397070377,0.0,0.0
t243,17251.14287396424,587.4482397070377,0.0,0.0
t244,17251.14287396424,961.2789328170127,0.0,0.0
t245,20295.655621583413,967.6150495971924,0.0,0.0
t246,20299.27239095462,967.6150495971924,0.0,0.0
t247,17272.46073163344,971.5757852528723,0.0,0.0
t248,17278.580625916282,971.5757852528717,0.0,0.0
t249,17279.209545732592,824.7433211993866,0.0,0.0
t250,17279.209545732592,824.7433211993866,0.0,0.0
t251,17279.209545732592,971.5757852528719,0.0,0.0
t252,17279.209545732592,61209.247914505475,0.0,0.0
t253,17279.209545732592,61209.247914505475,0.0,0.0
t254,21565.261683093424,196192.9105878974,0.0,0.0
t255,21565.261683093424,61209.247914505475,0.0,0.0
t256,21565.261683093424,61209.247914505475,0.0,0.0
t257,21565.261683093424,61209.247914505475,0.0,0.0
t258,21565.261683093424,776.1941556886994,0.0,0.0
t259,21565.261683093424,587.4482397070377,0.0,0.0
t260,18329.376344643537,587.4482397070377,0.0,0.0
t261,21565.261683093424,587.4482397070377,0.0,0.0
t262,21565.261683093424,587.4482397070377,0.0,0.0
t263,21565.261683093424,587.4482397070377,0.0,0.0
t264,21565.261683093424,587.4482397070377,0.0,0.0
t265,0.0,0.0,0.0,0.0
t266,0.0,0.0,0.0,0.0
t267,0.0,0.0,0.0,0.0
t268,0.0,0.0,0.0,0.0
t269,0.0,0.0,0.0,0.0
t270,0.0,0.0,0.0,0.0
t271,0.0,0.0,0.0,0.0
t272,0.0,0.0,0.0,0.0
t273,0.0,0.0,0.0,0.0
t274,0.0,0.0,0.0,0.0
t275,0.0,0.0,0.0,0.0
t276,0.0,0.0,0.0,0.0
t277,0.0,1.2895255881049819,0.0,0.0
t278,0.0,-0.0,0.0,0.0
t279,0.0,0.0,0.0,0.0
t280,0.0,0.0,0.0,0.0
t281,0.0,0.0,0.0,0.0
t282,0.0,0.0,0.0,0.0
t283,0.0,0.0,0.0,0.0
t284,0.0,0.0,0.0,0.0
t285,0.0,0.0,0.0,0.0
t286,0.0,0.0,0.0,0.0
t287,0.0,0.0,0.0,0.0
t288,0.0,0.0,0.0,0.0
t289,0.0,0.0,0.0,0.0
t290,0.0,0.0,0.0,0.0
t291,0.0,0.0,0.0,0.0
t292,0.0,0.0,0.0,0.0
t293,0.0,0.0,0.0,0.0
t294,0.0,0.0,0.0,0.0
t295,0.0,0.0,0.0,0.0
t296,0.0,0.0,0.0,0.0
t297,0.0,0.0,0.0,0.0
t298,0.0,0.0,0.0,0.0
t299,0.0,0.0,0.0,0.0
t300,0.0,0.0,0.0,0.0
t301,0.0,0.0,0.0,0.0
t302,0.0,0.0,0.0,0.0
t303,0.0,0.0,0.0,0.0
t304,0.0,0.0,0.0,0.0
t305,0.0,0.0,0.0,0.0
t306,0.0,0.0,0.0,0.0
t307,0.0,0.0,0.0,0.0
t308,0.0,0.0,0.0,0.0
t309,0.0,0.0,0.0,0.0
t310,0.0,0.0,0.0,0.0
t311,0.0,0.0,0.0,0.0
t312,0.0,0.0,0.0,0.0
t313,0.0,0.0,0.0,0.0
t314,0.0,0.0,0.0,0.0
t315,0.0,0.0,0.0,0.0
t316,0.0,0.0,0.0,579.1719841259631
t317,0.0,0.0,0.0,14584.660114632554
t318,0.0,0.0,0.0,14584.660114632554
t319,0.0,0.0,0.0,14584.660114632554
t320,0.0,0.0,0.0,14584.660114632554
t321,0.0,0.0,0.0,12396.796690205269
t322,0.0,0.0,0.0,14585.949640220659
t323,0.0,0.0,0.0,14584.660114632554
t324,1.2434497875801752e-14,0.0,0.0,14584.660114632554
t325,-0.0,0.0,0.0,14584.660114632554
t326,0.1934288382157309,0.0,0.0,14584.660114632554
t327,0.1934288382157309,0.0,0.0,973.1743294814875
t328,0.19342883821574397,0.0,0.0,0.0
t329,0.1934288382157309,0.0,0.0,0.0
t330,0.0,0.0,0.0,0.0
t331,0.0,0.0,0.0,0.0
t332,0.0,0.0,0.0,0.0
t333,0.0,0.0,0.0,0.0
t334,0.0,0.0,0.0,0.0
t335,0.0,0.0,0.0,0.0
t336,0.0,0.0,0.0,0.0
t337,979.7462972316278,0.0,0.0,0.0
t338,792.5134002833312,0.0,0.0,0.0
t339,792.5134002833312,0.0,0.0,0.0
t340,792.5134002833312,0.0,0.0,0.0
t341,792.5134002833312,0.0,0.0,0.0
t342,792.5134002833312,0.0,0.0,0.0
t343,0.0,0.0,0.0,0.0
t344,0.0,0.0,0.0,0.0
t345,0.0,0.0,0.0,0.0
t346,0.0,0.0,0.0,0.0
t347,0.0,0.0,0.0,0.0
t348,0.0,0.0,0.0,0.0
t349,0.0,0.0,0.0,0.0
t350,0.0690795701302047,0.0,0.0,0.0
t351,797.5553312831855,0.0,0.0,0.0
t352,991.9748409961578,0.0,0.0,0.0
t353,995.1088023906995,0.0,0.0,0.0
t354,992.7029682708815,0.0,0.0,0.0
t355,992.6638590166231,0.0,0.0,0.0
t356,985.7214423792472,0.0,0.0,0.0
t357,985.7214423792472,0.0,0.0,0.0
t358,981.5197772230644,0.0,0.0,0.0
t359,981.5197772230641,0.0,0.0,0.0
t360,981.5197772230641,0.0,0.0,0.0
t361,0.0,0.0,489.76418491184813,0.0
t362,0.0,0.0,489.76418491184813,0.0
t363,0.0,0.0,577.482683969554,0.0
t364,0.0,0.0,577.482683969554,0.0
t365,0.0,0.0,577.482683969554,0.0
t366,0.0,0.0,577.482683969554,0.0
t367,0.0,0.0,577.482683969554,0.0
t368,0.0,0.0,577.482683969554,0.0
t369,0.0,0.0,577.482683969554,0.0
t370,0.0,0.0,577.482683969554,0.0
t371,0.0,0.0,577.482683969554,0.0
t372,0.0,0.0,577.482683969554,0.0
t373,0.0,0.0,577.482683969554,0.0
t374,0.0,0.0,577.482683969554,0.0
t375,0.0,0.0,490.8705575694173,0.0
t376,0.0,0.0,490.6958671498012,0.0
t377,0.0,0.0,489.76418491184813,0.0
t378,0.0,0.0,489.76418491184813,0.0
t379,0.0,0.0,489.76418491184813,0.0
t380,0.0,0.0,489.76418491184813,0.0
t381,0.0,0.0,489.76418491184813,0.0
t382,0.0,0.0,489.76418491184813,0.0
t383,0.0,0.0,489.76418491184813,0.0
t384,0.0,0.0,489.76418491184813,0.0
t385,1027.8643360209348,0.0,0.0,0.0
t386,1027.864336020935,0.0,0.0,0.0
t387,1027.8643360209348,0.0,-0.0,0.0
t388,1027.864336020935,0.0,-0.0,0.0
t389,1210.541684902595,0.0,-0.0,0.0
t390,1210.5416849025949,0.0,0.0,0.0
t391,1224.0264609575486,0.0,4.239010331723957,0.0
t392,592.7058526041118,0.0,0.0,0.0
t393,0.0,0.0,-0.0,0.0
t394,592.705852604112,0.0,-0.0,0.0
t395,986.7081979596361,0.0,0.0,0.0
t396,986.7081979596363,0.0,0.0,0.0
t397,986.7081979596363,0.0,-0.0,0.0
t398,986.7081979596361,0.0,-0.0,0.0
t399,985.6180388175045,0.0,-0.0,0.0
t400,982.6430284819038,0.0,0.0,0.0
t401,1210.5416849025949,0.0,0.0,0.0
t402,1210.541684902595,0.0,0.0,0.0
t403,1210.5416849025949,0.0,0.0,0.0
t404,1210.5416849025949,0.0,0.0,0.0
t405,1210.5416849025949,0.0,0.0,0.0
t406,1210.5416849025949,0.0,0.0,0.0
t407,1210.5416849025949,0.0,0.0,0.0
t408,1210.5416849025949,0.0,0.0,0.0
t409,0.0,0.0,0.0,0.0
t410,0.0,0.0,0.0,0.0
t411,0.0,0.0,0.0,0.0
t412,0.0,0.0,0.0,0.0
t413,0.0,0.0,0.0,0.0
t414,0.0,0.0,0.0,0.0
t415,0.0,0.0,0.0,0.0
t416,0.0,0.0,0.0,0.0
t417,0.0,0.0,0.0,0.0
t418,0.0,0.0,0.0,0.0
t419,0.0,0.0,0.0,0.0
t420,0.0,0.0,0.0,0.0
t421,0.0,0.0,0.0,0.0
t422,0.0,0.0,0.0,0.0
t423,0.0,0.0,0.0,0.0
t424,0.0,0.0,0.0,0.0
t425,0.0,0.0,0.0,0.0
t426,0.0,0.0,0.0,0.0
t427,0.0,0.0,0.0,0.0
t428,0.0,0.0,0.0,0.0
t429,0.0,0.0,0.0,0.0
t430,0.0,0.0,0.0,0.0
t431,0.0,0.0,0.0,0.0
t432,0.0,0.0,0.0,0.0
t433,0.0,0.0,0.0,0.0
t434,0.0,0.0,0.0,0.0
t435,0.0,0.0,0.0,0.0
t436,0.0,0.0,0.0,0.0
t437,0.0,0.0,0.0,0.0
t438,0.0,0.0,0.0,0.0
t439,0.0,0.0,0.0,0.0
t440,0.0,0.0,0.0,0.0
t441,0.0,0.0,0.0,0.0
t442,0.0,0.0,0.0,0.0
t443,0.0,0.0,0.0,0.0
t444,0.0,0.0,0.0,0.0
t445,0.0,0.0,0.0,0.0
t446,0.0,0.0,0.0,0.0
t447,0.0,0.0,0.0,0.0
t448,0.0,0.0,0.0,0.0
t449,0.0,0.0,0.0,0.0
t450,0.0,0.0,0.0,0.0
t451,0.0,0.0,0.0,0.0
t452,0.0,0.0,0.0,0.0
t453,0.0,0.0,0.0,0.0
t454,0.0,0.0,0.0,0.0
t455,0.0,0.0,0.0,0.0
t456,0.0,0.0,0.0,0.0
t457,0.0,0.0,0.0,0.0
t458,0.0,0.0,0.0,0.0
t459,0.0,0.0,0.0,0.0
t460,0.0,0.0,0.0,0.0
t461,0.0,0.0,0.0,0.0
t462,-0.0,0.0,0.0,0.0
t463,0.0,0.0,0.0,0.0
t464,0.0,0.0,0.0,0.0
t465,0.0,0.0,0.0,0.0
t466,0.0,0.0,0.0,0.0
t467,0.0,0.0,0.0,0.0
t468,0.0,0.0,0.0,0.0
t469,0.0,0.0,0.0,0.0
t470,4.8536722687444085,0.0,0.0,0.0
t471,3.364280125211926,0.0,0.0,0.0
t472,3.0295246803226177,0.0,0.0,0.0
t473,572.8947909454521,0.0,0.0,0.0
t474,572.8947909454521,0.0,0.0,0.0
t475,572.8947909454521,0.0,0.0,0.0
t476,572.8947909454521,0.0,0.0,0.0
t477,572.8947909454521,0.0,0.0,0.0
t478,572.8947909454517,0.0,0.0,0.0
t479,572.8947909454517,0.0,0.0,0.0
t480,572.894790945452,0.0,0.0,0.0
t481,-0.0,0.0,0.0,0.0
t482,-0.0,0.0,-0.0,0.0
t483,0.0,0.0,-0.0,0.0
t484,0.0,0.0,-0.0,0.0
t485,0.0,0.0,0.0,0.0
t486,0.0,0.0,0.0,0.0
t487,0.0,0.0,0.0,0.0
t488,0.0,0.0,0.0,0.0
t489,0.0,0.0,0.0,0.0
t490,0.0,0.0,0.0,0.0
t491,0.0,0.0,0.0,0.0
t492,0.0,0.0,0.0,0.0
t493,0.0,0.0,0.0,0.0
t494,0.0,0.0,0.0,0.0
t495,0.0,0.0,0.0,0.0
t496,0.0,0.0,0.0,0.0
t497,0.0,0.0,0.0,0.0
t498,0.0,0.0,0.0,0.0
t499,0.0,0.0,0.0,0.0
t500,0.0,0.0,0.0,0.0
t501,0.0,0.0,0.0,0.0
t502,0.0,0.0,0.0,0.0
t503,-0.0,0.0,0.0,0.0
t504,0.0,0.0,0.0,0.0
t505,0.0,0.0,0.0,0.0
t506,0.0,0.0,0.0,0.0
t507,0.0,0.0,0.0,0.0
t508,0.0,0.0,0.0,0.0
t509,0.0,0.0,0.0,0.0
t510,0.0,0.0,0.0,0.0
t511,0.0,0.0,0.0,0.0
t512,0.0,0.0,0.0,0.0
t513,0.0,0.0,0.0,0.0
t514,0.0,0.0,0.0,0.0
t515,0.0,0.0,0.0,0.0
t516,0.0,0.0,0.0,0.0
t517,0.0,0.0,0.0,0.0
t518,0.0,0.0,0.0,0.0
t519,0.0,0.0,0.0,0.0
t520,0.0,0.0,0.0,0.0
t521,0.0,0.0,0.0,0.0
t522,0.0,0.0,0.0,0.0
t523,0.0,0.0,0.0,0.0
t524,0.0,0.0,0.0,0.0
t525,0.0,0.0,0.0,0.0
t526,0.0,0.0,0.0,0.0
t527,0.0,0.0,0.0,0.0
t528,0.0,0.0,0.0,0.0
t529,0.0,0.0,0.0,0.0
t530,0.0,0.0,0.0,0.0
t531,0.0,0.0,0.0,0.0
t532,0.0,0.0,0.0,0.0
t533,0.0,0.0,0.0,0.0
t534,0.0,0.0,0.0,0.0
t535,0.0,0.0,0.0,0.0
t536,0.0,0.0,0.0,0.0
t537,0.0,0.0,0.0,0.0
t538,0.0,0.0,0.0,0.0
t539,0.0,0.0,0.0,0.0
t540,0.0,0.0,0.0,0.0
t541,0.0,0.0,0.0,0.0
t542,0.0,0.0,0.0,0.0
t543,0.0,0.0,0.0,0.0
t544,0.0,0.0,0.0,0.0
t545,-0.0,0.0,0.0,0.0
t546,-0.0,0.0,0.0,0.0
t547,-0.0,0.0,0.0,0.0
t548,-0.0,0.0,0.0,0.0
t549,-0.0,0.0,0.0,0.0
t550,-0.0,0.0,0.0,0.0
t551,-0.0,0.0,0.0,0.0
t552,-0.0,0.0,0.0,586.5468427600073
t553,0.0,0.0,0.0,0.0
t554,0.0,0.0,0.0,0.0
t555,0.0,0.0,0.0,0.0
t556,0.0,0.0,0.0,0.0
t557,0.0,0.0,0.0,0.0
t558,0.0,0.0,0.0,0.0
t559,0.0,0.0,0.0,0.0
t560,0.0,0.0,0.0,0.0
t561,0.0,0.0,0.0,0.0
t562,0.0,0.0,0.0,0.0
t563,0.0,0.0,0.0,0.0
t564,0.0,0.0,0.0,0.0
t565,0.0,0.0,0.0,0.0
t566,0.0,0.0,0.0,0.0
t567,0.0,0.0,0.0,0.0
t568,0.0,0.0,0.0,0.0
t569,0.0,0.0,0.0,0.0
t570,0.0,0.0,0.0,0.0
t571,0.0,0.0,0.0,0.0
t572,0.0,0.0,0.0,0.0
t573,0.0,0.0,0.0,0.0
t574,0.0,0.0,0.0,0.0
t575,0.0,0.0,0.0,0.0
t576,0.0,0.0,0.0,0.0
t577,0.0,0.0,0.0,0.0
t578,0.0,0.0,0.0,0.0
t579,0.0,0.0,0.0,0.0
t580,0.0,0.0,0.0,0.0
t581,0.0,0.0,0.0,0.0
t582,-0.0,0.0,0.0,0.0
t583,1.3330906421802062,0.0,0.0,0.0
t584,0.0,0.0,0.0,0.0
t585,0.0,0.0,0.0,0.0
t586,0.0,0.0,0.0,0.0
t587,0.0,0.0,0.0,0.0
t588,0.0,0.0,0.0,0.0
t589,0.0,0.0,0.0,0.0
t590,0.0,0.0,0.0,0.0
t591,0.0,0.0,0.0,0.0
t592,0.0,0.0,0.0,0.0
t593,0.0,0.0,0.0,0.0
t594,-0.0,0.0,0.0,0.0
t595,0.0,0.0,0.0,0.0
t596,0.0,0.0,0.0,0.0
t597,-0.0,0.0,0.0,0.0
t598,0.0,0.0,0.0,0.0
t599,0.0,0.0,0.0,0.0
t600,0.0,0.0,0.0,0.0
