Constraint,CapRes_1,CapRes_2,CapRes_3,CapRes_4
t238,0.0,0.0,0.0,0.0
t239,0.0,0.0,0.0,0.0
t240,0.0,0.0,0.0,0.0
t241,14114.045475120114,582.5635582499527,0.0,0.0
t242,14114.045475120114,590.1939893958587,0.0,0.0
t243,14114.045475120112,592.0375924480338,0.0,0.0
t244,14114.045475120114,961.3333276230471,0.0,0.0
t245,16604.952801581236,971.2962724288948,0.0,0.0
t246,16612.70896310605,971.2962724288948,0.0,0.0
t247,14145.874086730732,971.2962724288948,0.0,0.0
t248,14145.874086730732,971.2962724288948,0.0,0.0
t249,14150.042583058035,824.5057352988664,0.0,0.0
t250,14155.210078200558,825.4374175368195,0.0,0.0
t251,14155.210078200558,971.2962724288948,0.0,0.0
t252,14149.68270058989,56407.13672558216,0.0,0.0
t253,14153.353372608286,56407.13672558216,0.0,0.0
t254,17643.889934539005,220224.93833341324,0.0,0.0
t255,17643.889934539005,56407.13672558216,0.0,0.0
t256,17643.889934539005,56407.13672558216,0.0,0.0
t257,17643.889934539005,56407.13672558216,0.0,0.0
t258,17643.889934539005,775.9705454295178,0.0,0.0
t259,17643.889934539005,590.1939893958587,0.0,0.0
t260,14996.210356414864,590.1939893958587,0.0,0.0
t261,17643.889934539005,590.1939893958587,0.0,0.0
t262,17643.889934539005,590.1939893958587,0.0,0.0
t263,17643.889934539005,590.1939893958587,0.0,0.0
t264,17643.889934539002,590.1939893958587,0.0,0.0
t265,0.0,0.0,0.0,0.0
t266,0.0,0.0,0.0,0.0
t267,0.0,0.0,0.0,0.0
t268,0.0,0.0,0.0,0.0
t269,0.0,0.0,0.0,0.0
t270,0.0,0.0,0.0,0.0
t271,0.0,0.0,0.0,0.0
t272,0.0,0.0,0.0,0.0
t273,0.0,0.0,0.0,0.0
t274,0.0,0.0,0.0,0.0
t275,0.0,0.0,0.0,0.0
t276,0.0,0.0,0.0,0.0
t277,0.0,1.2895255881049832,0.0,0.0
t278,0.0,-0.0,0.0,0.0
t279,0.0,0.0,0.0,0.0
t280,0.0,0.0,0.0,0.0
t281,0.0,0.0,0.0,0.0
t282,0.0,0.0,0.0,0.0
t283,0.0,0.0,0.0,0.0
t284,0.0,0.0,0.0,0.0
t285,0.0,0.0,0.0,0.0
t286,0.0,0.0,0.0,0.0
t287,0.0,0.0,0.0,0.0
t288,0.0,0.0,0.0,0.0
t289,0.0,0.0,0.0,0.0
t290,0.0,0.0,0.0,0.0
t291,0.0,0.0,0.0,0.0
t292,0.0,0.0,0.0,0.0
t293,0.0,0.0,0.0,0.0
t294,0.0,0.0,0.0,0.0
t295,0.0,0.0,0.0,0.0
t296,0.0,0.0,0.0,0.0
t297,0.0,0.0,0.0,0.0
t298,0.0,0.0,0.0,0.0
t299,0.0,0.0,0.0,0.0
t300,0.0,0.0,0.0,0.0
t301,0.0,0.0,0.0,1.073246505457109
t302,0.0,0.0,0.0,1.2169596222820978
t303,0.0,0.0,0.0,0.0
t304,0.0,0.0,0.0,0.0
t305,0.0,0.0,0.0,0.0
t306,0.0,0.0,0.0,0.0
t307,0.0,0.0,0.0,0.0
t308,0.0,0.0,0.0,0.0
t309,0.0,0.0,0.0,0.0
t310,0.0,0.0,0.0,0.0
t311,0.0,0.0,0.0,0.0
t312,0.0,0.0,0.0,0.0
t313,0.0,0.0,0.0,0.0
t314,0.0,0.0,0.0,0.0
t315,0.0,0.0,0.0,0.0
t316,0.0,0.0,0.0,579.5589139369879
t317,0.0,0.0,0.0,15919.505028744452
t318,0.0,0.0,0.0,15919.505028744452
t319,0.0,0.0,0.0,15919.505028744452
t320,0.0,0.0,0.0,15920.776589262625
t321,0.0,0.0,0.0,13531.564012069819
t322,0.0,0.0,0.0,15922.247920899932
t323,12.589882440110838,0.0,0.0,15919.505028744452
t324,-0.0,-0.0,0.0,15919.505028744452
t325,-0.0,0.0,0.0,15919.505028744452
t326,0.19342883821574153,-0.0,0.0,15919.505028744452
t327,0.0,0.0,0.0,15919.505028744452
t328,0.19342883821614973,0.0,0.0,0.0
t329,0.0,0.0,0.0,0.0
t330,0.0,0.0,0.0,0.0
t331,0.0,0.0,0.0,0.0
t332,0.0,0.0,0.0,0.0
t333,0.0,0.0,0.0,0.0
t334,0.0,0.0,0.0,0.0
t335,0.0,0.0,0.0,0.0
t336,0.0,0.0,0.0,0.0
t337,977.9187765893262,0.0,0.0,0.0
t338,791.7330670188894,0.0,0.0,0.0
t339,791.7330670188894,0.0,0.0,0.0
t340,791.7330670188894,0.0,0.0,0.0
t341,791.7330670188894,0.0,0.0,0.0
t342,791.7330670188894,0.0,0.0,0.0
t343,0.0,0.0,0.0,0.0
t344,0.0,0.0,0.0,0.0
t345,0.0,0.0,0.0,0.0
t346,0.0,0.0,0.0,0.0
t347,0.0,0.0,0.0,0.0
t348,0.0,0.0,0.0,0.0
t349,0.0,0.0,0.0,0.0
t350,0.30574963594823845,0.0,0.0,0.0
t351,795.3706120899167,0.0,0.0,0.0
t352,990.9994244156056,0.0,0.0,0.0
t353,994.5036313891951,0.0,0.0,0.0
t354,991.1223446971301,0.0,0.0,0.0
t355,989.2344316362486,0.0,0.0,0.0
t356,989.2344316362486,0.0,0.0,0.0
t357,989.2344316362486,0.0,0.0,0.0
t358,989.2344316362486,0.0,0.0,0.0
t359,989.2344316362486,0.0,0.0,0.0
t360,989.2344316362486,0.0,0.0,0.0
t361,0.0,0.0,836.2757542945562,0.0
t362,0.0,0.0,836.2757542945562,0.0
t363,0.0,0.0,985.1070319663974,0.0
t364,0.0,0.0,985.1070319663974,0.0
t365,0.0,0.0,985.1070319663974,0.0
t366,0.0,0.0,985.1433535921627,0.0
t367,0.0,0.0,985.1433535921627,0.0
t368,0.0,0.0,985.1433535921627,0.0
t369,0.0,0.0,985.1433535921627,0.0
t370,0.0,0.0,985.1433535921627,2.4581349337050646
t371,0.0,0.0,985.1433535921627,2.4581349337050646
t372,0.0,0.0,985.1433535921627,-0.0
t373,0.0,0.0,985.1433535921627,0.0
t374,0.0,0.0,985.1433535921627,0.0
t375,0.0,0.0,837.2712084045335,0.0
t376,0.0,0.0,837.1765631505904,0.0
t377,0.0,0.0,836.6717884628936,0.0
t378,0.0,0.0,836.2757542945562,0.0
t379,0.0,0.0,836.2757542945564,0.0
t380,0.0,0.0,836.2757542945562,0.0
t381,0.0,0.0,836.2757542945562,0.0
t382,-0.0,0.0,836.2757542945562,0.0
t383,0.0,0.0,836.2757542945562,0.0
t384,0.0,0.0,836.2757542945562,0.0
t385,4131.4035260457895,0.0,0.0,0.0
t386,4131.4035260457895,0.0,0.0,0.0
t387,4131.4035260457895,0.0,0.0,0.0
t388,4131.4035260457895,0.0,-0.0,0.0
t389,4861.764259258224,0.0,-0.0,0.0
t390,4861.764259258227,0.0,-0.0,0.0
t391,4865.590015485954,0.0,1.28952558810498,0.0
t392,987.6763683534499,0.0,-0.0,0.0
t393,0.0,0.0,-0.0,0.0
t394,987.6763683534499,0.0,0.0,0.0
t395,989.3348606632774,0.0,0.0,0.0
t396,989.3348606632774,0.0,0.0,0.0
t397,989.3348606632774,0.0,-0.0,0.0
t398,3895.532604275715,0.0,-0.0,0.0
t399,3894.5469607264977,0.0,-0.0,0.0
t400,3891.405539875751,0.0,0.0,0.0
t401,4861.764259258224,0.0,0.0,0.0
t402,4861.764259258224,0.0,-0.0,0.0
t403,4861.764259258225,0.0,0.0,0.0
t404,4861.764259258224,0.0,0.0,0.0
t405,4861.764259258225,0.0,0.0,0.0
t406,4861.764259258224,0.0,0.0,0.0
t407,4861.764259258225,0.0,0.0,0.0
t408,4861.764259258225,0.0,0.0,0.0
t409,0.0,0.0,0.0,0.0
t410,0.0,0.0,0.0,0.0
t411,0.0,0.0,0.0,0.0
t412,0.0,0.0,0.0,0.0
t413,0.0,0.0,0.0,0.0
t414,0.0,0.0,0.0,0.0
t415,0.0,0.0,0.0,0.0
t416,0.0,0.0,0.0,0.0
t417,0.0,0.0,0.0,0.0
t418,0.0,0.0,0.0,0.0
t419,0.0,0.0,0.0,0.0
t420,0.0,0.0,0.0,0.0
t421,0.0,0.0,0.0,0.0
t422,0.0,0.0,0.0,0.0
t423,0.0,0.0,0.0,0.0
t424,0.0,0.0,0.0,0.0
t425,0.0,0.0,0.0,0.0
t426,0.0,0.0,0.0,0.0
t427,0.0,0.0,0.0,0.0
t428,0.0,0.0,0.0,0.0
t429,0.0,0.0,0.0,0.0
t430,0.0,0.0,0.0,0.0
t431,0.0,0.0,0.0,0.0
t432,0.0,0.0,0.0,0.0
t433,0.0,0.0,0.0,0.0
t434,0.0,0.0,0.0,0.0
t435,0.0,0.0,0.0,0.0
t436,0.0,0.0,0.0,0.0
t437,0.0,0.0,0.0,0.0
t438,0.0,0.0,0.0,0.0
t439,0.0,0.0,0.0,0.0
t440,0.0,0.0,0.0,0.0
t441,0.0,0.0,0.0,0.0
t442,0.0,0.0,0.0,0.0
t443,0.0,0.0,0.0,0.0
t444,0.0,0.0,0.0,0.0
t445,0.0,0.0,0.0,0.0
t446,0.0,0.0,0.0,0.0
t447,0.0,0.0,0.0,0.0
t448,0.0,0.0,0.0,0.0
t449,0.0,0.0,0.0,0.0
t450,0.0,0.0,0.0,0.0
t451,0.0,0.0,0.0,0.0
t452,0.0,0.0,0.0,0.0
t453,0.0,0.0,0.0,0.0
t454,0.0,0.0,0.0,0.0
t455,0.0,0.0,0.0,0.0
t456,0.0,0.0,0.0,0.0
t457,0.0,0.0,0.0,0.0
t458,0.0,0.0,0.0,0.0
t459,0.0,0.0,0.0,0.0
t460,0.0,0.0,0.0,0.0
t461,0.0,0.0,0.0,0.0
t462,-0.0,0.0,0.0,0.0
t463,0.0,0.0,0.0,0.0
t464,0.0,0.0,0.0,0.0
t465,0.0,0.0,0.0,0.0
t466,0.0,0.0,0.0,0.0
t467,0.0,0.0,0.0,0.0
t468,0.0,0.0,0.0,0.0
t469,0.0,0.0,0.0,0.0
t470,0.47890064496333234,0.0,0.0,0.0
t471,-0.0,0.0,0.0,0.0
t472,1.3330906421802062,0.0,0.0,0.0
t473,586.1659620635011,0.0,0.0,0.0
t474,586.1659620635011,0.0,0.0,0.0
t475,586.1659620635011,0.0,0.0,0.0
t476,586.1659620635011,0.0,0.0,0.0
t477,586.1659620635011,0.0,0.0,0.0
t478,586.1659620635011,0.0,0.0,0.0
t479,586.1659620635015,0.0,0.0,0.0
t480,586.1659620635011,0.0,0.0,0.0
t481,-0.0,0.0,0.0,0.0
t482,-0.0,0.0,-0.0,0.0
t483,0.0,0.0,-0.0,0.0
t484,0.0,0.0,0.0,0.0
t485,0.0,0.0,0.0,0.0
t486,-0.0,0.0,-0.0,0.0
t487,0.0,0.0,0.0,0.0
t488,0.0,0.0,0.0,0.0
t489,0.0,0.0,0.0,0.0
t490,0.0,0.0,0.0,0.0
t491,0.0,0.0,0.0,0.0
t492,0.0,0.0,0.0,0.0
t493,0.0,0.0,0.0,0.0
t494,0.0,0.0,0.0,0.0
t495,0.0,0.0,0.0,0.0
t496,1.2895255881049863,0.0,0.0,0.0
t497,2.4286128663675295e-15,0.0,0.0,0.0
t498,0.0,0.0,0.0,0.0
t499,0.0,0.0,0.0,0.0
t500,0.0,0.0,0.0,0.0
t501,0.0,0.0,0.0,0.0
t502,0.0,0.0,0.0,0.0
t503,0.0,0.0,0.0,0.0
t504,0.0,0.0,0.0,0.0
t505,0.0,0.0,0.0,0.0
t506,0.0,0.0,0.0,0.0
t507,0.0,0.0,0.0,0.0
t508,0.0,0.0,0.0,0.0
t509,0.0,0.0,0.0,0.0
t510,0.0,0.0,0.0,0.0
t511,0.0,0.0,0.0,0.0
t512,0.0,0.0,0.0,0.0
t513,0.0,0.0,0.0,0.0
t514,0.0,0.0,0.0,0.0
t515,0.0,0.0,0.0,0.0
t516,0.0,0.0,0.0,0.0
t517,0.0,0.0,0.0,0.0
t518,0.0,0.0,0.0,0.0
t519,0.0,0.0,0.0,0.0
t520,0.0,0.0,0.0,0.0
t521,0.0,0.0,0.0,0.0
t522,0.0,0.0,0.0,0.0
t523,0.0,0.0,0.0,0.0
t524,0.0,0.0,0.0,0.0
t525,0.0,0.0,0.0,0.0
t526,0.0,0.0,0.0,0.0
t527,0.0,0.0,0.0,0.0
t528,0.0,0.0,0.0,0.0
t529,0.0,0.0,0.0,0.0
t530,0.0,0.0,0.0,0.0
t531,0.0,0.0,0.0,0.0
t532,0.0,0.0,0.0,0.0
t533,0.0,0.0,0.0,0.0
t534,0.0,0.0,0.0,0.0
t535,0.0,0.0,0.0,0.0
t536,0.0,0.0,0.0,0.0
t537,0.0,0.0,0.0,0.0
t538,0.0,0.0,0.0,0.0
t539,0.0,0.0,0.0,0.0
t540,0.0,0.0,0.0,0.0
t541,0.0,0.0,0.0,0.0
t542,0.0,0.0,0.0,0.0
t543,0.0,0.0,0.0,0.0
t544,0.0,0.0,0.0,0.0
t545,1.3330906421802062,0.0,0.0,0.0
t546,1.3330906421802038,0.0,0.0,0.0
t547,1.3330906421802038,0.0,0.0,0.0
t548,1.3330906421802038,0.0,0.0,0.0
t549,1.3330906421802038,0.0,0.0,0.0
t550,1.333090642180176,0.0,0.0,0.0
t551,1.3330906421802038,0.0,0.0,0.0
t552,1.3330906421802116,0.0,0.0,586.2496432950702
t553,0.0,0.0,0.0,0.0
t554,0.0,0.0,0.0,0.0
t555,0.0,0.0,0.0,0.0
t556,0.0,0.0,0.0,0.0
t557,0.0,0.0,0.0,0.0
t558,0.0,0.0,0.0,0.0
t559,0.0,0.0,0.0,0.0
t560,0.0,0.0,0.0,0.0
t561,0.0,0.0,0.0,0.0
t562,0.0,0.0,0.0,0.0
t563,0.0,0.0,0.0,0.0
t564,0.0,0.0,0.0,0.0
t565,0.0,0.0,0.0,0.0
t566,0.0,0.0,0.0,0.0
t567,0.0,0.0,0.0,0.0
t568,0.0,0.0,0.0,0.0
t569,0.0,0.0,0.0,0.0
t570,0.0,0.0,0.0,0.0
t571,0.0,0.0,0.0,0.0
t572,0.0,0.0,0.0,0.0
t573,0.0,0.0,0.0,0.0
t574,0.0,0.0,0.0,0.0
t575,0.0,0.0,0.0,0.0
t576,0.0,0.0,0.0,0.0
t577,0.0,0.0,0.0,0.0
t578,-2.4868995751603503e-14,0.0,0.0,0.0
t579,0.0,0.0,0.0,0.0
t580,0.0,0.0,0.0,0.0
t581,0.0,0.0,0.0,0.0
t582,-0.0,0.0,0.0,0.0
t583,0.0,0.0,0.0,0.0
t584,0.0,0.0,0.0,0.0
t585,0.0,0.0,0.0,0.0
t586,0.0,0.0,0.0,0.0
t587,0.0,0.0,0.0,0.0
t588,0.0,0.0,0.0,0.0
t589,0.0,0.0,0.0,0.0
t590,0.0,0.0,0.0,0.0
t591,0.0,0.0,0.0,0.0
t592,0.0,0.0,0.0,0.0
t593,-0.0,0.0,0.0,0.0
t594,-0.0,0.0,0.0,0.0
t595,-0.0,0.0,0.0,0.0
t596,0.0,0.0,0.0,0.0
t597,0.0,0.0,0.0,0.0
t598,-0.0,0.0,0.0,0.0
t599,0.0,0.0,0.0,0.0
t600,0.0,0.0,0.0,0.0
