Time_Index,Arizona_Solar,BTM_Solar,DaggettSolarPower3,EdwardsSolarII,FervoFECNevada1,Greater_Imperial_Geothermal,Humboldt_Bay_Offshore_Wind,InState_Biomass,Morro_Bay_Offshore_Wind,New_Mexico_Wind,Northern_California_Geothermal,Northern_California_Solar,Northern_California_Wind,NW_Ext_Tx_Wind,Riverside_Palm_Springs_Wind,Riverside_Solar,RosamondCentral,Scarlet,Southern_Nevada_Geothermal,SummitWind,Tecolote,TulareSolarCenter,Wyoming_Wind,Hybrid_Solar_Test,Hybrid_Wind_Test,CAM_CAM_RA_i,CAM_CAM_RA_ii,CAM_CAM_RA_iii,CAM_DR_RA,CAM_CPE_RA_i,CAM_CPE_RA_ii,Aramis,CALP01RA2027,CHEV01RA2024,CHEV01RA2025,EBMUD01RA2024,GEN01RA2026,HDP01RA2027,HDP01RA2028,HDP01RA2030,HenriettaStorage,MRL01RA2030,NEXT01RA2026,Oberon,OhmConnect,Sanborn,SDGE01RA2024,SENA01RA2027,SUN01RA2031,TPS01RA2024,Tumbleweed,Generic_6hr_battery,Generic_8hr_battery,Generic_RA_Only,Arizona_Li_Battery,CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_New_Flow_Battery,CAISO_Reciprocating_Engine_candidate,CAISO_Shed_DR_Tranche1,Northern_California_Li_Battery,Riverside_Li_Battery,Riverside_West_Pumped_Storage,Tehachapi_Pumped_Storage
19,0.0,0,0.0,0.0,0.0,0.881,1.0,0.85,0.58,0.185,0.881,0.0,0.477,0.584,0.723,0.0,0.0,0.0,0.881,0.078,0.2,0.0,0.537,0.0,0.723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,0.0,0,0.0,0.0,0.0,0.881,1.0,0.85,0.63,0.206,0.881,0.0,0.486,0.628,0.771,0.0,0.0,0.0,0.881,0.079,0.296,0.0,0.64,0.0,0.771,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,0.0,0,0.0,0.0,0.0,0.881,1.0,0.85,0.64,0.205,0.881,0.0,0.496,0.664,0.745,0.0,0.0,0.0,0.881,0.033,0.256,0.0,0.742,0.0,0.745,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,0.0,0,0.0,0.0,0.0,0.881,1.0,0.85,0.6,0.172,0.881,0.0,0.5,0.662,0.691,0.0,0.0,0.0,0.881,0.024,0.421,0.0,0.784,0.0,0.691,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,0.0,0,0.0,0.0,0.0,0.881,1.0,0.85,0.58,0.131,0.881,0.0,0.491,0.668,0.709,0.0,0.0,0.0,0.881,0.042,0.299,0.0,0.839,0.0,0.709,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,0.0,0,0.0,0.0,0.0,0.881,1.0,0.85,0.65,0.11,0.881,0.0,0.456,0.689,0.665,0.0,0.0,0.0,0.881,0.015,0.339,0.0,0.88,0.0,0.665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,0.0,0,0.0,0.0,0.0,0.881,1.0,0.85,0.73,0.088,0.881,0.0,0.419,0.699,0.672,0.0,0.0,0.0,0.881,0.0,0.393,0.0,0.898,0.0,0.672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,0.0,0,0.0,0.0,0.0,0.881,1.0,0.85,0.67,0.07,0.881,0.0,0.391,0.686,0.736,0.0,0.0,0.0,0.881,0.0,0.121,0.0,0.913,0.0,0.736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,0.0,0,0.0,0.0,0.0,0.881,1.0,0.85,0.51,0.067,0.881,0.0,0.379,0.655,0.697,0.0,0.0,0.0,0.881,0.0,0.094,0.0,0.913,0.0,0.697,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,0.0,0,0.0,0.0,0.0,0.881,1.0,0.85,0.38,0.066,0.881,0.0,0.347,0.613,0.69,0.0,0.0,0.0,0.881,0.188,0.258,0.0,0.914,0.0,0.69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,0.0,0,0.0,0.0,0.0,0.881,1.0,0.85,0.34,0.065,0.881,0.0,0.322,0.598,0.64,0.0,0.0,0.0,0.881,0.713,0.173,0.0,0.915,0.0,0.64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,0.0,0,0.0,0.0,0.0,0.881,1.0,0.85,0.32,0.067,0.881,0.0,0.29,0.611,0.567,0.0,0.0,0.0,0.881,0.68,0.372,0.0,0.907,0.0,0.567,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,0.049,0,0.0,0.0,0.0,0.881,1.0,0.85,0.22,0.068,0.881,0.0,0.239,0.613,0.56,0.004,0.0,0.0,0.881,0.666,0.502,0.0,0.908,0.049,0.56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,0.557,0,0.159,0.138,0.0,0.881,1.0,0.85,0.12,0.064,0.881,0.01,0.192,0.612,0.614,0.399,0.058,0.006,0.881,0.51,0.173,0.0,0.902,0.557,0.614,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,0.803,0,0.765,0.695,0.0,0.881,1.0,0.85,0.08,0.061,0.881,0.019,0.145,0.604,0.668,0.663,0.12,0.107,0.881,0.506,0.107,0.038,0.911,0.803,0.668,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,0.942,0,0.819,0.753,0.0,0.881,0.99,0.85,0.09,0.068,0.881,0.111,0.089,0.563,0.627,0.844,0.105,0.279,0.881,0.336,0.058,0.174,0.918,0.942,0.627,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,0.995,0,0.783,0.694,0.0,0.881,0.91,0.85,0.24,0.075,0.881,0.344,0.067,0.539,0.638,0.973,0.117,0.507,0.881,0.247,0.041,0.254,0.933,0.995,0.638,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,1.0,0,0.744,0.643,0.0,0.881,0.86,0.85,0.43,0.075,0.881,0.473,0.063,0.561,0.72,0.989,0.139,0.323,0.881,0.405,0.096,0.462,0.932,1.0,0.72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,1.0,0,0.752,0.644,0.0,0.881,0.84,0.85,0.59,0.076,0.881,0.269,0.065,0.574,0.739,0.979,0.247,0.352,0.881,0.282,0.157,0.519,0.927,1.0,0.739,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,0.965,0,0.79,0.696,0.0,0.881,0.85,0.85,0.92,0.082,0.881,0.279,0.068,0.579,0.766,0.941,0.333,0.36,0.881,0.14,0.068,0.49,0.912,0.965,0.766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,0.854,0,0.842,0.737,0.0,0.881,0.85,0.85,0.87,0.089,0.881,0.333,0.065,0.585,0.776,0.768,0.201,0.147,0.881,0.072,0.02,0.437,0.91,0.854,0.776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,0.581,0,0.659,0.614,0.0,0.881,0.82,0.85,0.96,0.092,0.881,0.29,0.082,0.621,0.69,0.514,0.059,0.087,0.881,0.048,0.087,0.406,0.917,0.581,0.69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,0.097,0,0.058,0.079,0.0,0.881,0.76,0.85,0.98,0.118,0.881,0.068,0.111,0.657,0.582,0.142,0.026,0.025,0.881,0.093,0.377,0.063,0.93,0.097,0.582,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,0.0,0,0.0,0.0,0.0,0.881,0.73,0.85,0.89,0.173,0.881,0.0,0.124,0.674,0.492,0.0,0.0,0.0,0.881,0.252,0.396,0.0,0.949,0.0,0.492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,0.0,0,0.0,0.0,0.0,0.881,0.7,0.85,0.96,0.215,0.881,0.0,0.126,0.73,0.452,0.0,0.0,0.0,0.881,0.164,0.241,0.0,0.949,0.0,0.452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,0.0,0,0.0,0.0,0.0,0.881,0.68,0.85,1.0,0.231,0.881,0.0,0.123,0.768,0.462,0.0,0.0,0.0,0.881,0.143,0.161,0.0,0.947,0.0,0.462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,0.0,0,0.0,0.0,0.0,0.881,0.69,0.85,1.0,0.263,0.881,0.0,0.134,0.812,0.491,0.0,0.0,0.0,0.881,0.186,0.075,0.0,0.946,0.0,0.491,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,0.0,0,0.0,0.0,0.0,0.881,0.62,0.85,1.0,0.311,0.881,0.0,0.178,0.843,0.421,0.0,0.0,0.0,0.881,0.287,0.225,0.0,0.935,0.0,0.421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,0.0,0,0.0,0.0,0.0,0.881,0.46,0.85,1.0,0.363,0.881,0.0,0.23,0.838,0.365,0.0,0.0,0.0,0.881,0.249,0.065,0.0,0.902,0.0,0.365,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,0.0,0,0.0,0.0,0.0,0.881,0.3,0.85,1.0,0.403,0.881,0.0,0.278,0.775,0.332,0.0,0.0,0.0,0.881,0.203,0.251,0.0,0.898,0.0,0.332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,0.0,0,0.0,0.0,0.0,0.881,0.21,0.85,1.0,0.456,0.881,0.0,0.33,0.702,0.289,0.0,0.0,0.0,0.881,0.132,0.369,0.0,0.91,0.0,0.289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,0.0,0,0.0,0.0,0.0,0.881,0.17,0.85,1.0,0.472,0.881,0.0,0.389,0.656,0.207,0.0,0.0,0.0,0.881,0.166,0.756,0.0,0.918,0.0,0.207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,0.0,0,0.0,0.0,0.0,0.881,0.15,0.85,1.0,0.497,0.881,0.0,0.424,0.636,0.144,0.0,0.0,0.0,0.881,0.134,0.786,0.0,0.921,0.0,0.144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,0.0,0,0.0,0.0,0.0,0.881,0.13,0.85,1.0,0.526,0.881,0.0,0.434,0.577,0.077,0.0,0.0,0.0,0.881,0.104,0.88,0.0,0.902,0.0,0.077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,0.0,0,0.0,0.0,0.0,0.881,0.1,0.85,1.0,0.525,0.881,0.0,0.435,0.526,0.034,0.0,0.0,0.0,0.881,0.029,0.819,0.0,0.888,0.0,0.034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,0.0,0,0.0,0.0,0.0,0.881,0.08,0.85,1.0,0.53,0.881,0.0,0.463,0.533,0.003,0.0,0.0,0.0,0.881,0.0,0.85,0.0,0.895,0.0,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,0.038,0,0.0,0.0,0.0,0.881,0.07,0.85,1.0,0.537,0.881,0.0,0.489,0.623,0.0,0.0,0.0,0.0,0.881,0.023,0.86,0.0,0.912,0.038,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,0.463,0,0.147,0.14,0.0,0.881,0.06,0.85,1.0,0.539,0.881,0.013,0.512,0.67,0.0,0.086,0.166,0.025,0.881,0.043,0.893,0.013,0.915,0.463,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,0.707,0,0.66,0.689,0.0,0.881,0.05,0.85,1.0,0.535,0.881,0.088,0.52,0.625,0.0,0.434,0.638,0.092,0.881,0.071,0.74,0.044,0.911,0.707,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,0.839,0,0.762,0.745,0.0,0.881,0.05,0.85,1.0,0.539,0.881,0.067,0.491,0.52,0.0,0.811,0.744,0.131,0.881,0.054,0.635,0.068,0.881,0.839,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,0.939,0,0.747,0.688,0.0,0.881,0.05,0.85,1.0,0.546,0.881,0.065,0.53,0.507,0.0,0.922,0.697,0.31,0.881,0.142,0.205,0.083,0.865,0.939,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,0.988,0,0.707,0.633,0.0,0.881,0.06,0.85,0.97,0.555,0.881,0.06,0.588,0.568,0.0,0.984,0.666,0.405,0.881,0.168,0.281,0.105,0.893,0.988,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,0.967,0,0.691,0.649,0.0,0.881,0.09,0.85,0.88,0.576,0.881,0.068,0.618,0.709,0.0,0.978,0.666,0.139,0.881,0.14,0.49,0.106,0.909,0.967,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,0.924,0,0.736,0.69,0.0,0.881,0.12,0.85,0.86,0.604,0.881,0.057,0.676,0.816,0.0,0.943,0.698,0.159,0.881,0.086,0.431,0.151,0.886,0.924,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,0.83,0,0.777,0.729,0.0,0.881,0.17,0.85,0.95,0.614,0.881,0.085,0.755,0.851,0.0,0.857,0.74,0.243,0.881,0.088,0.878,0.212,0.842,0.83,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,0.507,0,0.483,0.618,0.0,0.881,0.27,0.85,1.0,0.679,0.881,0.104,0.806,0.789,0.003,0.617,0.546,0.376,0.881,0.077,0.845,0.085,0.81,0.507,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,0.082,0,0.045,0.076,0.0,0.881,0.41,0.85,1.0,0.714,0.881,0.017,0.845,0.79,0.055,0.193,0.097,0.167,0.881,0.065,0.689,0.0,0.795,0.082,0.055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,0.0,0,0.0,0.0,0.0,0.881,0.46,0.85,1.0,0.804,0.881,0.0,0.862,0.802,0.093,0.0,0.0,0.0,0.881,0.06,0.34,0.0,0.798,0.0,0.093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,0.0,0,0.0,0.0,0.0,0.881,0.51,0.85,1.0,0.838,0.881,0.0,0.834,0.818,0.093,0.0,0.0,0.0,0.881,0.073,0.374,0.0,0.843,0.0,0.093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,0.0,0,0.0,0.0,0.0,0.881,0.57,0.85,1.0,0.798,0.881,0.0,0.814,0.81,0.082,0.0,0.0,0.0,0.881,0.065,0.458,0.0,0.856,0.0,0.082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,0.0,0,0.0,0.0,0.0,0.881,0.61,0.85,1.0,0.746,0.881,0.0,0.797,0.779,0.059,0.0,0.0,0.0,0.881,0.054,0.872,0.0,0.862,0.0,0.059,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,0.0,0,0.0,0.0,0.0,0.881,0.57,0.85,1.0,0.759,0.881,0.0,0.775,0.723,0.054,0.0,0.0,0.0,0.881,0.072,0.895,0.0,0.847,0.0,0.054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
