Time_Index,Arizona_Solar,BTM_Solar,DaggettSolarPower3,EdwardsSolarII,FervoFECNevada1,Greater_Imperial_Geothermal,Humboldt_Bay_Offshore_Wind,InState_Biomass,Morro_Bay_Offshore_Wind,New_Mexico_Wind,Northern_California_Geothermal,Northern_California_Solar,Northern_California_Wind,NW_Ext_Tx_Wind,Riverside_Palm_Springs_Wind,Riverside_Solar,RosamondCentral,Scarlet,Southern_Nevada_Geothermal,SummitWind,Tecolote,TulareSolarCenter,Wyoming_Wind,Hybrid_Solar_Test,Hybrid_Wind_Test,CAM_CAM_RA_i,CAM_CAM_RA_ii,CAM_CAM_RA_iii,CAM_DR_RA,CAM_CPE_RA_i,CAM_CPE_RA_ii,Aramis,CALP01RA2027,CHEV01RA2024,CHEV01RA2025,EBMUD01RA2024,GEN01RA2026,HDP01RA2027,HDP01RA2028,HDP01RA2030,HenriettaStorage,MRL01RA2030,NEXT01RA2026,Oberon,OhmConnect,Sanborn,SDGE01RA2024,SENA01RA2027,SUN01RA2031,TPS01RA2024,Tumbleweed,Generic_6hr_battery,Generic_8hr_battery,Generic_RA_Only,Arizona_Li_Battery,CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_New_Flow_Battery,CAISO_Reciprocating_Engine_candidate,CAISO_Shed_DR_Tranche1,Northern_California_Li_Battery,Riverside_Li_Battery,Riverside_West_Pumped_Storage,Tehachapi_Pumped_Storage
2249,0,1.023,1.023,0.961,0.801,0.881,0,0.85,0.13,0.491,0.81,0.558,0.132,0.122,0.001,0.201,0.907,0.966,0.843,0.593,0.853,0.906,0.328,0.201,0.328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2250,0,0.98,0.98,0.954,0.801,0.881,0,0.85,0.07,0.498,0.81,0.31,0.141,0.105,0.023,0.062,0.907,0.966,0.843,0.611,0.888,0.892,0.311,0.062,0.311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2251,0,0.342,0.342,0.85,0.801,0.881,0.01,0.85,0.02,0.517,0.81,0.025,0.164,0.094,0.172,0,0.877,0.816,0.843,0.533,0.829,0.298,0.31,0,0.31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2252,0,0.109,0.109,0.255,0.801,0.881,0.01,0.85,0,0.48,0.81,0,0.156,0.076,0.167,0,0.311,0.259,0.843,0.485,0.718,0,0.265,0,0.265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2253,0,0,0,0,0.801,0.881,0,0.85,0,0.445,0.81,0,0.081,0.06,0.143,0,0.001,0,0.843,0.744,0.638,0,0.246,0,0.246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2254,0,0,0,0,0.801,0.881,0,0.85,0,0.434,0.81,0,0.047,0.049,0.106,0,0,0,0.843,0.877,0.63,0,0.206,0,0.206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2255,0,0,0,0,0.801,0.881,0,0.85,0,0.459,0.81,0,0.024,0.031,0.062,0,0,0,0.843,0.821,0.462,0,0.163,0,0.163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2256,0,0,0,0,0.801,0.881,0,0.85,0,0.367,0.81,0,0.014,0.021,0.02,0,0,0,0.843,0.602,0.553,0,0.158,0,0.158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2257,0,0,0,0,0.801,0.881,0,0.85,0,0.255,0.81,0,0.012,0.011,0.001,0,0,0,0.843,0.357,0.734,0,0.145,0,0.145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2258,0,0,0,0,0.801,0.881,0.01,0.85,0,0.148,0.81,0,0.021,0.012,0,0,0,0,0.843,0.482,0.856,0,0.175,0,0.175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2259,0,0,0,0,0.801,0.881,0.03,0.85,0,0.134,0.81,0,0.053,0.018,0,0,0,0,0.843,0.511,0.736,0,0.234,0,0.234,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2260,0,0,0,0,0.801,0.881,0.03,0.85,0,0.135,0.81,0,0.112,0.023,0,0,0,0,0.843,0.626,0.28,0,0.322,0,0.322,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2261,0,0,0,0,0.801,0.881,0.03,0.85,0,0.156,0.81,0,0.177,0.031,0,0,0,0,0.843,0.707,0.153,0,0.352,0,0.352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2262,0,0,0,0,0.801,0.881,0.04,0.85,0,0.169,0.81,0.007,0.24,0.036,0,0,0,0,0.843,0.701,0.234,0,0.394,0,0.394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2263,0,0,0,0,0.801,0.881,0.04,0.85,0.02,0.195,0.81,0.281,0.287,0.041,0,0.009,0,0,0.843,0.743,0.081,0,0.423,0.009,0.423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2264,0,0.01,0.01,0,0.801,0.881,0.06,0.85,0.02,0.229,0.81,0.571,0.191,0.034,0,0.034,0.019,0.004,0.843,0.568,0.027,0.297,0.467,0.034,0.467,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2265,0,0.5,0.5,0.308,0.801,0.881,0.07,0.85,0.02,0.314,0.81,0.659,0.114,0.031,0,0.2,0.075,0.552,0.843,0.457,0.007,0.905,0.445,0.2,0.445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2266,1,1.023,1.023,0.848,0.801,0.881,0.07,0.85,0.03,0.37,0.81,0.772,0.135,0.038,0,0.591,0.689,0.966,0.843,0.335,0.005,0.981,0.427,0.591,0.427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2267,1,1.023,1.023,0.951,0.801,0.881,0.06,0.85,0.03,0.403,0.81,0.782,0.144,0.055,0,0.888,0.907,0.966,0.843,0.252,0.005,0.981,0.377,0.888,0.377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2268,1,1.023,1.023,0.961,0.801,0.881,0.03,0.85,0.04,0.519,0.81,0.828,0.113,0.069,0,0.88,0.907,0.966,0.843,0.184,0.037,0.981,0.327,0.88,0.327,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2269,1,1.023,1.023,0.961,0.801,0.881,0,0.85,0.05,0.626,0.81,0.858,0.082,0.074,0,0.899,0.907,0.966,0.843,0.235,0.302,0.981,0.285,0.899,0.285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2270,1,1.023,1.023,0.961,0.801,0.881,0,0.85,0.06,0.627,0.81,0.797,0.054,0.082,0,0.723,0.907,0.966,0.843,0.21,0.392,0.981,0.222,0.723,0.222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2271,1,1.023,1.023,0.961,0.801,0.881,0,0.85,0.06,0.576,0.81,0.746,0.032,0.093,0.013,0.583,0.907,0.966,0.843,0.527,0.083,0.981,0.144,0.583,0.144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2272,1,1.023,1.023,0.961,0.801,0.881,0,0.85,0.05,0.534,0.81,0.715,0.021,0.095,0.171,0.373,0.907,0.966,0.843,0.483,0.065,0.981,0.094,0.373,0.094,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2273,0,1.023,1.023,0.961,0.801,0.881,0,0.85,0.04,0.447,0.81,0.561,0.014,0.097,0.33,0.239,0.907,0.966,0.843,0.945,0.1,0.981,0.066,0.239,0.066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2274,0,0.787,0.787,0.961,0.801,0.881,0.03,0.85,0.01,0.362,0.81,0.275,0.035,0.108,0.376,0.091,0.907,0.966,0.843,0.988,0.305,0.872,0.059,0.091,0.059,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2275,0,0.296,0.296,0.851,0.801,0.881,0.08,0.85,0,0.237,0.81,0.022,0.055,0.143,0.395,0,0.886,0.966,0.843,0.939,0.606,0.296,0.069,0,0.069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2276,0,0.066,0.066,0.262,0.801,0.881,0.13,0.85,0,0.205,0.81,0,0.069,0.143,0.285,0,0.325,0.688,0.843,0.513,0.551,0,0.064,0,0.064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2277,0,0,0,0,0.801,0.881,0.16,0.85,0,0.333,0.81,0,0.068,0.116,0.182,0,0.003,0.032,0.843,0.295,0.528,0,0.056,0,0.056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2278,0,0,0,0,0.801,0.881,0.19,0.85,0,0.424,0.81,0,0.083,0.11,0.188,0,0,0,0.843,0.892,0.442,0,0.054,0,0.054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2279,0,0,0,0,0.801,0.881,0.2,0.85,0,0.392,0.81,0,0.073,0.104,0.179,0,0,0,0.843,0.825,0.488,0,0.056,0,0.056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2280,0,0,0,0,0.801,0.881,0.2,0.85,0.02,0.503,0.81,0,0.037,0.093,0.127,0,0,0,0.843,0.929,0.4,0,0.061,0,0.061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2281,0,0,0,0,0.801,0.881,0.19,0.85,0.04,0.424,0.81,0,0.028,0.086,0.103,0,0,0,0.843,0.971,0.127,0,0.091,0,0.091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2282,0,0,0,0,0.801,0.881,0.18,0.85,0.05,0.329,0.81,0,0.038,0.084,0.142,0,0,0,0.843,0.949,0.037,0,0.108,0,0.108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2283,0,0,0,0,0.801,0.881,0.18,0.85,0.05,0.287,0.81,0,0.045,0.079,0.178,0,0,0,0.843,0.919,0.005,0,0.102,0,0.102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2284,0,0,0,0,0.801,0.881,0.19,0.85,0.05,0.247,0.81,0,0.043,0.069,0.177,0,0,0,0.843,0.922,0.013,0,0.113,0,0.113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2285,0,0,0,0,0.801,0.881,0.2,0.85,0.05,0.173,0.81,0,0.045,0.066,0.18,0,0,0,0.843,0.864,0.069,0,0.091,0,0.091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2286,0,0,0,0,0.801,0.881,0.21,0.85,0.07,0.132,0.81,0.012,0.041,0.062,0.155,0.002,0,0,0.843,0.769,0.025,0,0.066,0.002,0.066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2287,0,0,0,0,0.801,0.881,0.24,0.85,0.1,0.1,0.81,0.394,0.039,0.061,0.147,0.219,0,0,0.843,0.663,0.004,0,0.055,0.219,0.055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2288,1,0.011,0.011,0.001,0.801,0.881,0.23,0.85,0.15,0.13,0.81,0.709,0.027,0.051,0.15,0.376,0.021,0,0.843,0.559,0.005,0.231,0.049,0.376,0.049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2289,1,0.453,0.453,0.346,0.801,0.881,0.15,0.85,0.19,0.125,0.81,0.864,0.013,0.039,0.15,0.7,0.398,0.402,0.843,0.283,0.114,0.688,0.048,0.7,0.048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2290,1,0.658,0.658,0.903,0.801,0.881,0.06,0.85,0.22,0.156,0.81,0.944,0.013,0.037,0.158,0.784,0.907,0.953,0.843,0.126,0.198,0.849,0.048,0.784,0.048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2291,1,0.994,0.994,0.961,0.801,0.881,0.01,0.85,0.24,0.23,0.81,0.965,0.017,0.04,0.191,0.896,0.907,0.966,0.843,0,0.268,0.821,0.044,0.896,0.044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2292,1,1.023,1.023,0.961,0.801,0.881,0,0.85,0.23,0.255,0.81,0.9,0.022,0.048,0.258,0.853,0.907,0.966,0.843,0,0.413,0.981,0.036,0.853,0.036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2293,1,1.023,1.023,0.961,0.801,0.881,0,0.85,0.2,0.323,0.81,0.82,0.035,0.069,0.328,0.974,0.907,0.966,0.843,0,0.427,0.981,0.034,0.974,0.034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2294,1,1.023,1.023,0.961,0.801,0.881,0,0.85,0.16,0.383,0.81,0.906,0.057,0.084,0.408,0.956,0.907,0.966,0.843,0.003,0.192,0.962,0.035,0.956,0.035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2295,1,1.023,1.023,0.961,0.801,0.881,0,0.85,0.12,0.409,0.81,0.887,0.103,0.074,0.461,0.897,0.907,0.966,0.843,0,0.488,0.975,0.045,0.897,0.045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2296,1,1.023,1.023,0.961,0.801,0.881,0,0.85,0.09,0.464,0.81,0.748,0.187,0.088,0.489,0.736,0.907,0.966,0.843,0.024,0.512,0.981,0.065,0.736,0.065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2297,1,1.023,1.023,0.961,0.801,0.881,0.02,0.85,0.09,0.454,0.81,0.63,0.309,0.083,0.506,0.539,0.907,0.966,0.843,0.042,0.843,0.981,0.096,0.539,0.096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2298,0,1.023,1.023,0.961,0.801,0.881,0.02,0.85,0.12,0.372,0.81,0.353,0.414,0.092,0.54,0.262,0.907,0.917,0.843,0.103,0.772,0.869,0.116,0.262,0.116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2299,0,0.972,0.972,0.853,0.801,0.881,0.01,0.85,0.16,0.325,0.81,0.028,0.616,0.107,0.672,0,0.873,0.601,0.843,0.228,0.475,0.308,0.136,0,0.136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2300,0,0.222,0.222,0.262,0.801,0.881,0,0.85,0.21,0.345,0.81,0,0.564,0.124,0.669,0,0.317,0.223,0.843,0.181,0.481,0,0.14,0,0.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2301,0,0,0,0,0.801,0.881,0,0.85,0.24,0.341,0.81,0,0.519,0.143,0.678,0,0.003,0,0.843,0.055,0.412,0,0.137,0,0.137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2302,0,0,0,0,0.801,0.881,0,0.85,0.29,0.271,0.81,0,0.449,0.122,0.615,0,0,0,0.843,0.009,0.492,0,0.121,0,0.121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2303,0,0,0,0,0.801,0.881,0,0.85,0.35,0.304,0.81,0,0.415,0.112,0.461,0,0,0,0.843,0,0.563,0,0.112,0,0.112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2304,0,0,0,0,0.801,0.881,0,0.85,0.43,0.283,0.81,0,0.373,0.067,0.332,0,0,0,0.843,0,0.379,0,0.107,0,0.107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2305,0,0,0,0,0.801,0.881,0,0.85,0.54,0.231,0.81,0,0.358,0.073,0.281,0,0,0,0.843,0,0.168,0,0.107,0,0.107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2306,0,0,0,0,0.801,0.881,0.01,0.85,0.61,0.231,0.81,0,0.338,0.081,0.224,0,0,0,0.843,0,0.384,0,0.104,0,0.104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2307,0,0,0,0,0.801,0.881,0.01,0.85,0.67,0.222,0.81,0,0.27,0.126,0.186,0,0,0,0.843,0,0.396,0,0.097,0,0.097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2308,0,0,0,0,0.801,0.881,0.01,0.85,0.66,0.23,0.81,0,0.26,0.185,0.157,0,0,0,0.843,0,0.424,0,0.1,0,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2309,0,0,0,0,0.801,0.881,0,0.85,0.54,0.234,0.81,0,0.289,0.197,0.123,0,0,0,0.843,0.011,0.173,0,0.105,0,0.105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2310,0,0,0,0,0.801,0.881,0,0.85,0.46,0.249,0.81,0.001,0.331,0.196,0.115,0.005,0,0,0.843,0.009,0.153,0,0.102,0.005,0.102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2311,1,0,0,0,0.801,0.881,0,0.85,0.38,0.248,0.81,0.031,0.335,0.185,0.104,0.389,0,0,0.843,0,0.054,0,0.093,0.389,0.093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2312,1,0.011,0.011,0,0.801,0.881,0,0.85,0.32,0.222,0.81,0.126,0.224,0.11,0.085,0.675,0.025,0,0.843,0.018,0.019,0.251,0.087,0.675,0.087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2313,1,0.092,0.092,0.369,0.801,0.881,0.02,0.85,0.34,0.235,0.81,0.282,0.241,0.084,0.124,0.9,0.403,0.125,0.843,0.047,0.005,0.383,0.075,0.9,0.075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2314,1,0.833,0.833,0.877,0.801,0.881,0.11,0.85,0.4,0.216,0.81,0.346,0.275,0.11,0.203,0.993,0.907,0.341,0.843,0.06,0.004,0.587,0.068,0.993,0.068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2315,1,1.023,1.023,0.961,0.801,0.881,0.26,0.85,0.39,0.191,0.81,0.53,0.298,0.175,0.289,1,0.907,0.778,0.843,0.105,0.004,0.726,0.071,1,0.071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2316,1,1.023,1.023,0.961,0.801,0.881,0.4,0.85,0.34,0.16,0.81,0.601,0.345,0.257,0.406,0.985,0.907,0.932,0.843,0.094,0.004,0.426,0.075,0.985,0.075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2317,1,0.909,0.909,0.918,0.801,0.881,0.42,0.85,0.31,0.163,0.81,0.564,0.376,0.322,0.538,0.986,0.907,0.808,0.843,0.041,0.005,0.402,0.075,0.986,0.075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2318,1,1.023,1.023,0.928,0.801,0.881,0.38,0.85,0.28,0.182,0.81,0.583,0.376,0.344,0.621,0.84,0.907,0.184,0.843,0.005,0.004,0.229,0.08,0.84,0.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2319,1,1.023,1.023,0.961,0.801,0.881,0.35,0.85,0.25,0.201,0.81,0.578,0.436,0.29,0.675,0.609,0.907,0.185,0.843,0,0.073,0.184,0.098,0.609,0.098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2320,1,1.023,1.023,0.93,0.801,0.881,0.32,0.85,0.21,0.216,0.81,0.58,0.446,0.229,0.706,0.485,0.907,0.166,0.843,0,0.63,0.131,0.126,0.485,0.126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2321,0,1.023,1.023,0.902,0.801,0.881,0.27,0.85,0.18,0.258,0.81,0.57,0.519,0.309,0.71,0.281,0.907,0.133,0.843,0,0.886,0.407,0.162,0.281,0.162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2322,0,0.814,0.814,0.772,0.801,0.881,0.26,0.85,0.17,0.276,0.81,0.292,0.556,0.345,0.712,0.089,0.907,0.141,0.843,0,0.895,0.419,0.215,0.089,0.215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2323,0,0.391,0.391,0.226,0.801,0.881,0.26,0.85,0.22,0.209,0.81,0.027,0.611,0.374,0.75,0,0.856,0.558,0.843,0,0.894,0.07,0.238,0,0.238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2324,0,0.1,0.1,0.053,0.801,0.881,0.26,0.85,0.28,0.179,0.81,0,0.583,0.418,0.77,0,0.323,0.04,0.843,0.019,0.838,0,0.212,0,0.212,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2325,0,0,0,0,0.801,0.881,0.28,0.85,0.26,0.153,0.81,0,0.448,0.478,0.753,0,0.004,0,0.843,0,0.531,0,0.162,0,0.162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2326,0,0,0,0,0.801,0.881,0.32,0.85,0.23,0.113,0.81,0,0.336,0.577,0.761,0,0,0,0.843,0,0.569,0,0.133,0,0.133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
